State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR,05,06120,Fayetteville School District,"104,250","13,495","1,672"
AR,05,06150,Flippin School District,"7,592","1,029",224
AR,05,06210,Fordyce School District,"4,407",713,176
AR,05,06240,Foreman School District,"2,552",438,97
AR,05,06270,Forrest City School District,"19,039","2,779","1,165"
AR,05,06330,Fort Smith Public Schools,"92,181","15,627","2,916"
AR,05,06360,Fouke School District,"5,617","1,127",244
AR,05,06420,Fountain Lake School District,"16,372","1,362",219
AR,05,04110,Genoa Central School District,"4,669",906,211
AR,05,06540,Gentry Public Schools,"8,787","1,666",198
AR,05,06630,Glen Rose School District,"5,471",952,131
AR,05,00029,Gosnell School District,"4,441",890,192
AR,05,06840,Gravette School District,"17,424","2,393",224
AR,05,06870,Green Forest School District,"7,736","1,564",317
AR,05,06900,Greenbrier School District,"18,221","3,742",342
AR,05,13080,Greene County Technical School District,"20,715","3,644",656
AR,05,06930,Greenland Public Schools,"6,488","1,069",158
AR,05,06990,Greenwood School District,"21,445","4,010",340
AR,05,07110,Gurdon School District,"3,740",663,159
AR,05,07140,Guy-Perkins Schools,"2,539",455,75
AR,05,07170,Hackett Public Schools,"5,526",931,132
AR,05,00042,Hamburg School District,"7,842","1,303",339
AR,05,07230,Hampton School District,"3,684",506,92
AR,05,07290,Harmony Grove School District,"4,357",733,146
AR,05,07320,Harmony Grove School District,"6,036","1,022",91
AR,05,07350,Harrisburg School District,"6,575","1,153",260
AR,05,07380,Harrison School District,"21,620","3,529",520
AR,05,07530,Hazen School District,"4,410",669,134
AR,05,07560,Heber Springs School District,"11,882","1,677",269
AR,05,07620,Hector School District,"3,717",730,148
AR,05,07680,Helena-West Helena School District,"10,282","1,986",955
AR,05,07710,Hermitage School District,"2,288",433,121
AR,05,07770,Highland School District,"12,785","1,794",455
AR,05,00071,Hillcrest School District,"3,765",702,212
AR,05,07840,Hope School District,"13,528","2,535",699
AR,05,07860,Horatio School District,"3,539",753,194
AR,05,07890,Hot Springs School District,"29,813","3,864","1,068"
AR,05,07990,Hoxie School District,"3,482",579,155
AR,05,08130,Huntsville School District,"16,408","2,847",611
AR,05,00021,Izard Cty Consolidated Schools,"5,040",727,219
AR,05,13230,Jackson County School District,"4,125",746,170
AR,05,00419,Jacksonville North Pulaski School District,"38,849","6,715","1,817"
AR,05,08240,Jasper School District,"5,213",766,204
AR,05,07920,Jessieville School District,"7,342",774,135
AR,05,08280,Jonesboro Public Schools,"38,378","6,850","1,931"
AR,05,08340,Junction City School District,"2,981",522,87
AR,05,08490,Kirby School District,"2,491",410,108
AR,05,00065,Lafayette County School District,"4,416",624,209
AR,05,08610,Lake Hamilton School District,"27,057","4,484",791
AR,05,08640,Lakeside School District,"7,169","1,244",396
AR,05,08670,Lakeside School District,"18,788","2,891",353
AR,05,08700,Lamar School District,"7,171","1,245",245
AR,05,08730,Lavaca Public Schools,"4,991",894,104
AR,05,00082,Lawrence County School District,"7,850","1,197",248
AR,05,03420,Lead Hill School District,"3,116",446,108
AR,05,09360,Lee County School District,"8,364","1,066",468
AR,05,08940,Lincoln School District,"6,980","1,313",235
AR,05,09000,Little Rock School District,"181,118","29,772","7,684"
AR,05,09060,Lonoke School District,"9,558","1,592",327
AR,05,09150,Magazine Schools,"2,504",416,104
AR,05,09190,Magnet Cove School District,"3,099",514,66
AR,05,00044,Magnolia School District,"19,019","2,823",854
AR,05,09240,Malvern Special School District,"18,010","2,281",490
AR,05,09270,Mammoth Spring Schools,"3,023",489,107
AR,05,00046,Manila School District,"4,863",904,146
AR,05,09330,Mansfield School District,"5,374",991,168
AR,05,09390,Marion School District,"21,215","4,306",883
AR,05,09420,Marked Tree School District,"3,223",519,138
AR,05,00016,Marmaduke School District,"3,919",718,157
AR,05,09510,Marvell School District,"2,783",476,196
AR,05,09540,Mayflower School District,"6,195",910,123
AR,05,09570,Maynard School District,"3,362",665,154
AR,05,09600,McCrory School District,"2,945",488,135
AR,05,09630,McGehee School District,"5,819","1,128",409
AR,05,09720,Melbourne School District,"5,278",786,187
AR,05,09750,Mena Public Schools,"12,664","2,071",477
AR,05,00020,Midland School District,"3,925",723,160
AR,05,09780,Mineral Springs School District,"3,267",575,154
AR,05,09840,Monticello School District,"10,157","1,689",448
AR,05,09990,Mount Ida School District,"3,860",453,133
AR,05,10080,Mount Vernon-Enola School District,"3,272",601,127
AR,05,00043,Mountain Home School District,"34,043","4,473",756
AR,05,10170,Mountain Pine School District,"4,167",692,149
AR,05,10200,Mountain View School District,"12,363","1,797",530
AR,05,10260,Mountainburg Schools,"4,241",684,176
AR,05,10290,Mulberry School District,"3,849",622,107
AR,05,10380,Nashville School District,"9,001","1,728",325
AR,05,10410,Nemo Vista School District,"2,268",367,88
AR,05,10440,Nettleton School District,"29,661","4,574",941
AR,05,00030,Nevada School District,"2,531",416,100
AR,05,00023,Newport School District,"11,032","1,434",385
AR,05,10560,Norfork Schools,"3,879",552,124
AR,05,10680,North Little Rock School District,"53,546","8,992","2,673"
AR,05,10920,Omaha School District,"2,802",428,94
AR,05,10950,Osceola School District,"6,685","1,234",409
AR,05,00073,Ouachita River School District,"3,977",578,131
AR,05,10980,Ouachita School District,"2,001",320,63
AR,05,00076,Ozark Mountain School District,"4,710",820,215
AR,05,11010,Ozark School District,"10,313","1,724",360
AR,05,00051,Palestine-Wheatley School District,"1,818",297,80
AR,05,11070,Pangburn School District,"3,321",556,125
AR,05,00017,Paragould School District,"22,357","4,003",818
AR,05,11130,Paris School District,"6,696",947,210
AR,05,11220,Parkers Chapel School District,"2,726",602,79
AR,05,03030,Pea Ridge School District,"10,701","2,319",176
AR,05,11340,Perryville School District,"4,996",797,156
AR,05,11370,Piggott School District,"5,330",846,249
AR,05,00026,Pine Bluff School District,"36,271","5,412","1,821"
AR,05,11610,Pocahontas School District,"12,397","2,202",492
AR,05,11700,Pottsville Public Schools,"6,739","1,494",183
AR,05,11730,Poyen School District,"1,216",203,35
AR,05,11760,Prairie Grove School District,"13,182","2,661",202
AR,05,11820,Prescott School District,"4,983",877,244
AR,05,11850,Pulaski County Special School District,"131,825","22,186","3,261"
AR,05,11880,Quitman School District,"5,164",778,117
AR,05,04370,Rector School District,"3,711",600,149
AR,05,00045,Rivercrest School District,"5,221",908,280
AR,05,00012,Riverside School District,"4,415",860,121
AR,05,08400,Riverview School District,"7,449","1,292",328
AR,05,11970,Rogers Public Schools,"104,169","18,727","2,163"
AR,05,12000,Rose Bud School District,"4,394",795,155
AR,05,12060,Russellville Schools,"38,751","6,100","1,044"
AR,05,12090,Salem School District,"4,947",839,198
AR,05,12180,Scranton School District,"2,252",373,73
AR,05,09480,Searcy County School District,"6,471",956,269
AR,05,12210,Searcy School District,"33,251","5,373",810
AR,05,00015,Sheridan School District,"26,710","4,539",698
AR,05,12420,Shirley School District,"4,181",472,128
AR,05,12450,Siloam Springs Schools,"25,896","4,955",556
AR,05,12480,Sloan-Hendrix School District,"3,992",639,163
AR,05,12510,Smackover-Norphlet School District,"6,109","1,054",192
AR,05,12520,South Conway County School District,"15,778","2,640",669
AR,05,10320,South Pike County School District,"4,699",734,163
AR,05,12570,South Side-Bee Branch School District,"3,249",548,109
AR,05,12540,Southside School District,"5,736","1,059",184
AR,05,12630,Spring Hill School District,"1,447",299,72
AR,05,12660,Springdale School District,"114,319","23,286","3,293"
AR,05,00028,Star City School District,"8,119","1,285",320
AR,05,12930,Strong School District,"2,550",417,133
AR,05,12960,Stuttgart School District,"9,077","1,612",406
AR,05,13110,Texarkana School District,"31,943","5,332","1,509"
AR,05,00047,Trumann Schools,"9,409","1,656",495
AR,05,00079,Two Rivers School District,"6,283","1,064",246
AR,05,13350,Valley Springs School District,"4,748",949,146
AR,05,13380,Valley View School District,"12,845","2,914",198
AR,05,13410,Van Buren School District,"33,692","6,031","1,077"
AR,05,13530,Vilonia School District,"16,669","3,363",297
AR,05,13560,Viola School District,"3,258",535,126
AR,05,13680,Waldron School District,"8,235","1,401",394
AR,05,00006,Warren School District,"7,831","1,406",317
AR,05,13930,Watson Chapel School District,"14,240","2,127",673
AR,05,14010,West Fork School District,"5,800",967,107
AR,05,08040,West Memphis School District,"25,193","4,860","1,808"
AR,05,14040,West Side School District,"4,435",530,136
AR,05,00041,Western Yell County School District,"2,354",422,80
AR,05,04020,Westside Consolidated School District,"9,389","1,776",242
AR,05,14020,Westside School District,"3,638",642,199
AR,05,04170,White County Central School District,"3,736",737,132
AR,05,14140,White Hall School District,"13,418","2,434",469
AR,05,14370,Wonderview School District,"2,841",496,142
AR,05,14400,Woodlawn School District,"2,548",455,58
AR,05,14430,Wynne Public Schools,"13,420","2,403",718
AR,05,14490,Yellville-Summit School District,"6,342",975,218
CA,06,01620,ABC Unified School District,"103,745","16,336","1,993"
CA,06,01650,Acalanes Union High School District,"118,011","6,264",147
CA,06,01680,Ackerman Elementary School District,"2,927",296,32
CA,06,00001,Acton-Agua Dulce Unified School District,"11,921","1,766",176
CA,06,01710,Adelanto Elementary School District,"66,140","7,835","1,977"
CA,06,01770,Alameda City Unified School District,"75,797","10,833",744
CA,06,01860,Albany City Unified School District,"19,628","2,909",138
CA,06,01890,Alexander Valley Union School District,751,36,2
CA,06,00153,Alhambra Unified School District,"162,352","16,378","2,293"
CA,06,01950,Alisal Union Elementary School District,"59,503","7,705","1,630"
CA,06,01980,Allensworth Elementary School District,557,109,50
CA,06,02010,Alpaugh Unified School District,"1,272",341,82
CA,06,02070,Alpine County Unified School District,"1,190",147,35
CA,06,02100,Alpine Union Elementary School District,"18,754","2,087",150
CA,06,02160,Alta Loma Elementary School District,"54,550","5,725",513
CA,06,02220,Alta Vista Elementary School District,"3,116",503,202
CA,06,02250,Alta-Dutch Flat Union Elementary School District,"1,771",131,23
CA,06,02310,Alum Rock Union Elementary School District,"108,591","12,433","1,693"
CA,06,02360,Alview-Dairyland Union Elementary School District,"1,640",267,79
CA,06,02370,Alvina Elementary School District,593,83,32
CA,06,02430,Alvord Unified School District,"113,747","20,759","2,656"
CA,06,02450,Amador County Unified School District,"41,412","4,667",540
CA,06,02610,Anaheim Elementary School District,"199,778","17,662","3,010"
CA,06,02630,Anaheim Union High School District,"393,966","31,545","4,452"
CA,06,02700,Anderson Union High School District,"40,347","2,431",305
CA,06,02730,Anderson Valley Unified School District,"3,127",491,114
CA,06,02760,Antelope Elementary School District,"6,086",629,98
CA,06,02820,Antelope Valley Union Joint High School District,"396,995","28,359","5,215"
CA,06,02850,Antioch Unified School District,"119,066","21,097","3,530"
CA,06,00017,Apple Valley Unified School District,"84,742","16,320","3,447"
CA,06,02970,Arcadia Unified School District,"55,880","9,236",919
CA,06,03000,Arcata Elementary School District,"14,970",843,173
CA,06,03060,Arcohe Union Elementary School District,"4,774",490,41
CA,06,03090,Arena Union Elementary School District,"3,689",298,63
CA,06,03180,Armona Union Elementary School District,"7,272","1,172",313
CA,06,91136,Aromas-San Juan Unified School District,"9,950","1,501",142
CA,06,03270,Arvin Union School District,"19,935","3,657",980
CA,06,03300,Atascadero Unified School District,"37,206","5,410",411
CA,06,03420,Atwater Elementary School District,"37,478","5,289","1,100"
CA,06,03480,Auburn Union Elementary School District,"35,458","2,967",265
CA,06,03600,Azusa Unified School District,"67,558","10,816","1,893"
CA,06,03610,Baker Valley Unified School District,549,121,22
CA,06,03630,Bakersfield City School District,"202,738","31,517","10,809"
CA,06,03690,Baldwin Park Unified School District,"69,390","11,845","2,371"
CA,06,03720,Ballard Elementary School District,"1,443",125,7
CA,06,03750,Ballico-Cressey Elementary School District,"1,999",284,63
CA,06,03780,Bangor Union Elementary School District,"1,236",134,21
CA,06,03840,Banning Unified School District,"35,769","5,514",883
CA,06,03870,Banta Elementary School District,"9,735","1,360",53
CA,06,04020,Barstow Unified School District,"35,675","7,716","2,439"
CA,06,04080,Bass Lake Joint Union Elementary School District,"11,443","1,032",253
CA,06,04110,Bassett Unified School District,"25,590","4,291",742
CA,06,04200,Bayshore Elementary School District,"5,708",544,64
CA,06,04230,Bear Valley Unified School District,"19,228","2,635",379
CA,06,04260,Beardsley Elementary School District,"18,567","2,246",805
CA,06,04290,Beaumont Unified School District,"66,953","11,961",952
CA,06,04350,Bella Vista Elementary School District,"3,854",339,44
CA,06,04500,Belleview Elementary School District,"1,754",163,22
CA,06,04380,Bellevue Union School District,"26,650","2,659",346
CA,06,04440,Bellflower Unified School District,"81,413","13,964","2,064"
CA,06,04530,Belmont-Redwood Shores Elementary School District,"42,936","4,588",141
CA,06,04560,Belridge Elementary School District,112,26,5
CA,06,04620,Benicia Unified School District,"26,890","4,234",228
CA,06,04650,Bennett Valley Union Elementary School District,"9,910",688,43
CA,06,04740,Berkeley Unified School District,"120,378","10,320",693
CA,06,04800,Berryessa Union Elementary School District,"80,914","7,958",534
CA,06,04830,Beverly Hills Unified School District,"31,842","4,453",490
CA,06,04860,Big Creek Elementary School District,345,45,14
CA,06,04890,Big Lagoon Union Elementary School District,514,38,12
CA,06,91137,Big Oak Flat-Groveland Unified School District,"5,369",529,101
CA,06,04950,Big Pine Unified School District,"1,939",316,46
CA,06,04980,Big Springs Union Elementary School District,"1,878",190,31
CA,06,00031,Big Sur Unified School District,306,49,8
CA,06,05010,Big Valley Joint Unified School District,"1,472",217,38
CA,06,05040,Biggs Unified School District,"3,590",703,118
CA,06,01409,Bishop Unified School District,"13,250","1,999",222
CA,06,05190,Bitterwater-Tully Union Elementary School District,214,37,4
CA,06,05220,Black Butte Union Elementary School District,"4,532",322,55
CA,06,05240,Black Oak Mine Unified School District,"13,353","1,688",163
CA,06,05250,Blake Elementary School District,233,21,3
CA,06,05280,Blochman Union Elementary School District,751,75,10
CA,06,05400,Blue Lake Union Elementary School District,"2,307",187,27
CA,06,05490,Bogus Elementary School District,382,25,6
CA,06,05520,Bolinas-Stinson Union Elementary School District,"2,097",133,18
CA,06,05610,Bonita Unified School District,"61,492","9,762",751
CA,06,05640,Bonny Doon Union Elementary School District,"3,189",210,15
CA,06,01426,Bonsall Unified School District,"19,464","3,159",198
CA,06,05700,Borrego Springs Unified School District,"3,366",363,38
CA,06,05730,Bradley Union Elementary School District,368,37,7
CA,06,05790,Brawley Elementary School District,"26,917","4,195","1,148"
CA,06,05820,Brawley Union High School District,"29,401","2,145",532
CA,06,05880,Brea-Olinda Unified School District,"42,527","7,030",414
CA,06,05910,Brentwood Union Elementary School District,"67,165","9,025",575
CA,06,05940,Bret Harte Union High School District,"19,969",801,95
